Collection,ItemId,SourceId,SourceDescription
Glamour,38739,70304,A Tool of Her Own
Glamour,38742,70268,An Adaptive Tool
Glamour,38742,70304,A Tool of Her Own
Glamour,38743,70268,An Adaptive Tool
Glamour,38743,70304,A Tool of Her Own
Glamour,38745,70268,An Adaptive Tool
Glamour,38745,70304,A Tool of Her Own
Glamour,38746,70268,An Adaptive Tool
Glamour,38746,70304,A Tool of Her Own
Glamour,38747,70268,An Adaptive Tool
Glamour,38747,70304,A Tool of Her Own
Glamour,39144,70262,The Next Mander-level
Glamour,39144,70261,Well-oiled
Glamour,39144,70307,A Spirited Reforging
Glamour,39144,70308,In Need of Adjustment
Glamour,39146,70262,The Next Mander-level
Glamour,39146,70261,Well-oiled
Glamour,39146,70307,A Spirited Reforging
Glamour,39146,70308,In Need of Adjustment
Glamour,39147,70262,The Next Mander-level
Glamour,39147,70261,Well-oiled
Glamour,39147,70307,A Spirited Reforging
Glamour,39147,70308,In Need of Adjustment
Glamour,39148,70262,The Next Mander-level
Glamour,39148,70261,Well-oiled
Glamour,39148,70307,A Spirited Reforging
Glamour,39148,70308,In Need of Adjustment
Glamour,39149,70262,The Next Mander-level
Glamour,39149,70261,Well-oiled
Glamour,39149,70307,A Spirited Reforging
Glamour,39149,70308,In Need of Adjustment
Glamour,39150,70262,The Next Mander-level
Glamour,39150,70261,Well-oiled
Glamour,39150,70307,A Spirited Reforging
Glamour,39150,70308,In Need of Adjustment
Glamour,39151,70262,The Next Mander-level
Glamour,39151,70261,Well-oiled
Glamour,39151,70307,A Spirited Reforging
Glamour,39151,70308,In Need of Adjustment
Glamour,39152,70262,The Next Mander-level
Glamour,39152,70261,Well-oiled
Glamour,39152,70307,A Spirited Reforging
Glamour,39152,70308,In Need of Adjustment
Glamour,39153,70262,The Next Mander-level
Glamour,39153,70261,Well-oiled
Glamour,39153,70307,A Spirited Reforging
Glamour,39153,70308,In Need of Adjustment
Glamour,39154,70262,The Next Mander-level
Glamour,39154,70261,Well-oiled
Glamour,39154,70307,A Spirited Reforging
Glamour,39154,70308,In Need of Adjustment
Glamour,39155,70262,The Next Mander-level
Glamour,39155,70261,Well-oiled
Glamour,39155,70307,A Spirited Reforging
Glamour,39155,70308,In Need of Adjustment
Glamour,39156,70262,The Next Mander-level
Glamour,39156,70261,Well-oiled
Glamour,39156,70307,A Spirited Reforging
Glamour,39156,70308,In Need of Adjustment
Glamour,39157,70262,The Next Mander-level
Glamour,39157,70261,Well-oiled
Glamour,39157,70307,A Spirited Reforging
Glamour,39157,70308,In Need of Adjustment
Glamour,39158,70262,The Next Mander-level
Glamour,39158,70261,Well-oiled
Glamour,39158,70307,A Spirited Reforging
Glamour,39158,70308,In Need of Adjustment
Glamour,39159,70262,The Next Mander-level
Glamour,39159,70261,Well-oiled
Glamour,39159,70307,A Spirited Reforging
Glamour,39159,70308,In Need of Adjustment
Glamour,39160,70262,The Next Mander-level
Glamour,39160,70261,Well-oiled
Glamour,39160,70307,A Spirited Reforging
Glamour,39160,70308,In Need of Adjustment
Glamour,39161,70262,The Next Mander-level
Glamour,39161,70261,Well-oiled
Glamour,39161,70307,A Spirited Reforging
Glamour,39161,70308,In Need of Adjustment
Glamour,39162,70262,The Next Mander-level
Glamour,39162,70261,Well-oiled
Glamour,39162,70307,A Spirited Reforging
Glamour,39162,70308,In Need of Adjustment
Glamour,39163,70262,The Next Mander-level
Glamour,39163,70261,Well-oiled
Glamour,39163,70307,A Spirited Reforging
Glamour,39163,70308,In Need of Adjustment
Glamour,39732,70304,A Tool of Her Own
Glamour,39732,70305,A Tool without Compare
Glamour,39734,70304,A Tool of Her Own
Glamour,39734,70305,A Tool without Compare
Glamour,39736,70304,A Tool of Her Own
Glamour,39736,70305,A Tool without Compare
Glamour,39738,70304,A Tool of Her Own
Glamour,39738,70305,A Tool without Compare
Glamour,39739,70304,A Tool of Her Own
Glamour,39739,70305,A Tool without Compare
Glamour,39742,70304,A Tool of Her Own
Glamour,39742,70305,A Tool without Compare
Glamour,39743,70305,A Tool without Compare
Glamour,39743,70339,A Tool for the Ages
Glamour,39745,70305,A Tool without Compare
Glamour,39745,70339,A Tool for the Ages
Glamour,39746,70305,A Tool without Compare
Glamour,39746,70339,A Tool for the Ages
Glamour,39747,70305,A Tool without Compare
Glamour,39747,70339,A Tool for the Ages
Glamour,39748,70305,A Tool without Compare
Glamour,39748,70339,A Tool for the Ages
Glamour,39749,70305,A Tool without Compare
Glamour,39749,70339,A Tool for the Ages
Glamour,39750,70305,A Tool without Compare
Glamour,39750,70339,A Tool for the Ages
Glamour,39751,70305,A Tool without Compare
Glamour,39751,70339,A Tool for the Ages
Glamour,39752,70305,A Tool without Compare
Glamour,39752,70339,A Tool for the Ages
Glamour,39753,70305,A Tool without Compare
Glamour,39753,70339,A Tool for the Ages
Glamour,39920,70307,A Spirited Reforging
Glamour,39920,70308,In Need of Adjustment
Glamour,39922,70307,A Spirited Reforging
Glamour,39922,70308,In Need of Adjustment
Glamour,39923,70307,A Spirited Reforging
Glamour,39923,70308,In Need of Adjustment
Glamour,39924,70307,A Spirited Reforging
Glamour,39924,70308,In Need of Adjustment
Glamour,39925,70307,A Spirited Reforging
Glamour,39925,70308,In Need of Adjustment
Glamour,39926,70307,A Spirited Reforging
Glamour,39926,70308,In Need of Adjustment
Glamour,39927,70307,A Spirited Reforging
Glamour,39927,70308,In Need of Adjustment
Glamour,39928,70307,A Spirited Reforging
Glamour,39928,70308,In Need of Adjustment
Glamour,39929,70307,A Spirited Reforging
Glamour,39929,70308,In Need of Adjustment
Glamour,39930,70307,A Spirited Reforging
Glamour,39930,70308,In Need of Adjustment
Glamour,39931,70307,A Spirited Reforging
Glamour,39931,70308,In Need of Adjustment
Glamour,39932,70307,A Spirited Reforging
Glamour,39932,70308,In Need of Adjustment
Glamour,39933,70307,A Spirited Reforging
Glamour,39933,70308,In Need of Adjustment
Glamour,39934,70307,A Spirited Reforging
Glamour,39934,70308,In Need of Adjustment
Glamour,39936,70307,A Spirited Reforging
Glamour,39936,70308,In Need of Adjustment
Glamour,39937,70307,A Spirited Reforging
Glamour,39937,70308,In Need of Adjustment
Glamour,39938,70307,A Spirited Reforging
Glamour,39938,70308,In Need of Adjustment
Glamour,39939,70307,A Spirited Reforging
Glamour,39939,70308,In Need of Adjustment
Glamour,41180,70339,A Tool for the Ages
Glamour,41180,70340,"Stand Tool, My Friend"
Glamour,41184,70339,A Tool for the Ages
Glamour,41184,70340,"Stand Tool, My Friend"
Glamour,41186,70339,A Tool for the Ages
Glamour,41186,70340,"Stand Tool, My Friend"
Glamour,41187,70339,A Tool for the Ages
Glamour,41187,70340,"Stand Tool, My Friend"
Glamour,41188,70339,A Tool for the Ages
Glamour,41188,70340,"Stand Tool, My Friend"
Glamour,41191,70340,"Stand Tool, My Friend"
Glamour,41193,70340,"Stand Tool, My Friend"
Glamour,41194,70340,"Stand Tool, My Friend"
Glamour,41195,70340,"Stand Tool, My Friend"
Glamour,41196,70340,"Stand Tool, My Friend"
Glamour,41199,70340,"Stand Tool, My Friend"
Glamour,41200,70340,"Stand Tool, My Friend"
Glamour,41201,70340,"Stand Tool, My Friend"
Hairstyles,36618,70056,A Feast to Remember
Minions,6176,66266,Occupational Hazards
Minions,6180,66827,Curiosity Killed the Coeurl
Minions,6193,69413,It's Possibly a Primal
Minions,6194,66558,Zombies Are People Too
Minions,6196,66826,Man's Best Fiend
Minions,6202,66386,It Was a Very Good Year
Minions,6206,67021,Thwack-a-Mole
Minions,6207,65823,All's Wool That Ends Wool
Minions,12064,67649,Do It for Gilly
Minions,13113,67686,Joining the Circus
Minions,14101,67768,The Word of the Mother
Minions,17530,67934,Body and Soul
Minions,21914,68615,Uneggseptable Losses
Minions,22601,67090,The New King on the Block
Minions,23993,68707,The Sordid Cipher
Minions,23994,68707,The Sordid Cipher
Minions,26791,69018,Protectors of the Wood
Minions,35969,70005,Time to Shine
Minions,35985,70010,The Meeting of Minds
Minions,36857,70126,"Hippity, Hoppity, Happily"
Minions,36862,70080,Newfound Journey
Minions,38449,70216,Unlike a Dragon
Mount,6001,66238,My Little Chocobo (Immortal Flames)
Mount,6001,66237,My Little Chocobo (Maelstrom)
Mount,6001,66236,My Little Chocobo (Twin Adder)
Mount,6008,70058,The Ultimate Weapon
Mount,6269,65730,Unicorn Power
Mount,10080,65968,A Legend for a Legend
Mount,12073,67170,Into the Aery
Mount,12075,67133,Divine Intervention
Mount,13098,67687,Sweeping the Meadows
Mount,17008,67086,"Fiery Wings, Fiery Hearts"
Mount,17009,67959,Eggsistential Crisis
Mount,20555,68043,In the Footsteps of Bardam the Brave
Mount,21050,68546,Starlight Stakeout
Mount,21908,68618,Lessons in Love
Mount,21909,68618,Lessons in Love
Mount,24625,68736,A Lone Wolf No More
Mount,26784,69204,Fear and Delight
Mount,30866,69427,On Ehll Tou's Wings
Mount,32837,69558,Starlit Smiles
Mount,33218,69593,The Dragon Made
Mount,33686,69619,A Treat to Beat the Heat
Mount,33689,69617,The Adventurer with All the Cards
Mount,36002,70000,Endwalker
Mount,38460,70195,The Ghost of Starlight Present
Mount,39488,70253,A Labor of Leaf
Mount,40386,70302,What Drives Us
Mount,41489,70331,Wings of Hope
Triple Triad,9772,65973,Triple Triad Trial
Triple Triad,9774,65973,Triple Triad Trial
Triple Triad,9777,65973,Triple Triad Trial
Triple Triad,9778,65973,Triple Triad Trial
Triple Triad,9781,65973,Triple Triad Trial
